ZCW  0.0367
ZAW  0.0386
Z82  0.0396
ZS7  0.0405
ZQG  0.0419
ZO8  0.0420
ZPJ  0.0426
ZZ1  0.0431
ZBR  0.0436
Z0B  0.0438
Z0W  0.0451
Z07  0.0477
ZTN  0.0478
ZHH  0.0483
ZXZ  0.0497
ZZT  0.0507
ZZ8  0.0520
ZO1  0.0544
Z7Z  0.0553
ZS1  0.0554
ZCQ  0.0558
ZZ3  0.0576
ZNV  0.0604
ZWP  0.0604
ZQJ  0.0605
ZZS  0.0626
Z88  0.0632
ZRK  0.0635
ZSJ  0.0644
ZD9  0.0652
ZYR  0.0660
ZHG  0.0671
ZME  0.0673
ZQA  0.0687
ZSY  0.0698
ZSA  0.0704
ZQY  0.0712
ZLJ  0.0720
ZRL  0.0720
ZSS  0.0720
Z19  0.0729
ZNB  0.0732
Z73  0.0735
ZWZ  0.0746
Z68  0.0748
ZZ2  0.0756
ZYB  0.0768
ZZM  0.0781
ZSM  0.0787
ZZH  0.0787
ZYT  0.0788
ZZ0  0.0793
ZYC  0.0797
ZYX  0.0799
ZIN  0.0809
ZOO  0.0815
ZVO  0.0824
Z3R  0.0825
Z47  0.0832
ZZ5  0.0835
Z13  0.0843
ZW2  0.0851
ZXB  0.0854
Z6V  0.0861
ZU0  0.0867
ZSO  0.0881
ZIQ  0.0883
ZYP  0.0887
ZQ4  0.0891
ZX6  0.0898
Z46  0.0915
ZUI  0.0926
ZRO  0.0934
ZE7  0.0939
ZU4  0.0939
ZLK  0.0940
Z21  0.0942
Z81  0.0944
ZZW  0.0946
ZO9  0.0956
Z30  0.0972
Z63  0.0973
Z62  0.0975
ZFJ  0.0977
ZIG  0.0977
Z7D  0.0980
ZAZ  0.0981
ZD2  0.0984
ZOT  0.0987
ZSP  0.0988
ZX8  0.1000
Z23  0.1010
ZEC  0.1010
Z64  0.1013
ZYY  0.1021
ZY5  0.1028
ZHB  0.1030
ZC3  0.1033
ZDV  0.1035
ZFR  0.1038
Z22  0.1039
ZEG  0.1043
Z7G  0.1044
Z70  0.1045
ZAR  0.1047
ZHM  0.1051
ZO4  0.1063
ZXA  0.1066
ZNE  0.1068
ZP6  0.1069
ZYZ  0.1069
Z12  0.1073
Z41  0.1076
ZD6  0.1079
ZJ0  0.1085
ZY7  0.1097
ZRP  0.1098
ZK9  0.1104
Z94  0.1117
ZXC  0.1119
ZY9  0.1121
ZHA  0.1122
ZG7  0.1137
ZH1  0.1141
ZIP  0.1143
Z79  0.1144
Z9Z  0.1146
ZTW  0.1150
Z5P  0.1151
ZZG  0.1151
ZMG  0.1155
ZPO  0.1160
ZZL  0.1174
Z8Z  0.1179
ZT1  0.1180
ZEP  0.1183
ZWI  0.1184
Z0O  0.1191
Z8R  0.1192
ZZF  0.1192
Z8G  0.1193
Z0A  0.1205
ZS8  0.1207
ZDG  0.1215
ZL5  0.1228
ZZN  0.1228
ZZY  0.1235
ZYO  0.1249
ZFG  0.1255
ZKM  0.1257
ZR1  0.1260
ZW3  0.1262
ZSG  0.1267
Z6P  0.1268
Z93  0.1268
ZMA  0.1270
ZYJ  0.1272
ZF0  0.1276
ZQD  0.1281
Z99  0.1282
ZOP  0.1284
ZRY  0.1285
Z7S  0.1290
ZP7  0.1290
ZJ1  0.1291
ZES  0.1293
Z31  0.1298
Z77  0.1305
ZSD  0.1310
ZLS  0.1319
Z78  0.1321
ZLD  0.1324
Z5K  0.1325
Z7I  0.1327
Z74  0.1331
ZAP  0.1335
ZJ4  0.1339
Z59  0.1342
ZK5  0.1350
ZX9  0.1352
ZR4  0.1355
ZYA  0.1356
ZYS  0.1356
ZKA  0.1357
ZNN  0.1357
ZFP  0.1361
ZAM  0.1372
ZIR  0.1389
ZJG  0.1390
ZJM  0.1391
