id	start_ener	final_ener	rms
RKZ	 -267.83	 -283.36	   0.743
UZ0	  -72.48	  -90.75	   0.743
V5Z	   88.53	   59.28	   0.743
WEJ	   27.32	    9.02	   0.743
XA8	  162.72	   75.19	   0.743
XZ2	  -39.54	  -53.24	   0.743
Z2C	  -48.45	  -78.87	   0.743
178	  -33.71	  -40.60	   0.744
39K	  -83.58	  -95.86	   0.744
4LI	 -107.07	 -139.74	   0.744
6RW	  -42.96	  -57.79	   0.744
8TM	  -52.44	  -63.58	   0.744
9LO	 -400.30	 -421.79	   0.744
B4F	 -209.36	 -237.13	   0.744
B4I	   -5.73	  -24.32	   0.744
BBT	 -131.32	 -148.78	   0.744
CB8	   49.95	   30.67	   0.744
CFJ	  -51.03	  -67.18	   0.744
DNV	  -89.72	  -99.95	   0.744
G17	  -48.75	  -60.77	   0.744
HZ6	  -19.72	  -97.19	   0.744
J1G	   38.47	   17.31	   0.744
JV6	 -267.67	 -294.97	   0.744
NK4	   39.38	   -8.73	   0.744
NYG	  -53.99	  -72.57	   0.744
ROF	   44.69	   27.32	   0.744
S99	   12.75	    1.65	   0.744
UEB	 -101.67	 -113.88	   0.744
ZVV	   -7.44	  -19.93	   0.744
0LG	  -96.06	 -115.45	   0.745
1MA	 -215.52	 -256.68	   0.745
2FT	  -55.81	  -75.20	   0.745
5W3	 -155.56	 -186.84	   0.745
6X0	   17.63	   -8.52	   0.745
BX3	 -233.09	 -252.74	   0.745
CYC	 -116.63	 -167.99	   0.745
F64	  -83.78	 -108.66	   0.745
J3L	  -73.60	  -88.64	   0.745
O5H	 -125.67	 -143.38	   0.745
T74	 -103.10	 -125.98	   0.745
WSF	  -96.81	 -119.19	   0.745
5W5	  -38.40	  -60.96	   0.746
6DK	  -11.57	  -26.43	   0.746
86W	 -161.28	 -170.39	   0.746
937	  -18.62	  -48.83	   0.746
ADY	    7.19	   -7.27	   0.746
BFG	  -16.34	  -23.89	   0.746
MMI	 -101.04	 -129.05	   0.746
PVR	   60.52	   45.07	   0.746
Q7C	  -90.44	 -107.92	   0.746
T15	 -174.34	 -192.38	   0.746
ZSW	  -61.03	  -99.05	   0.746
13J	  -53.72	  -75.26	   0.747
23Y	  -54.84	  -78.99	   0.747
2YK	   39.07	   14.44	   0.747
6YT	  -24.05	  -37.15	   0.747
7QD	  -40.37	  -59.12	   0.747
8ZQ	 -151.53	 -170.76	   0.747
AA1	    2.19	  -13.98	   0.747
AA4	    7.61	   -1.24	   0.747
BRA	  -98.81	 -128.01	   0.747
CR6	   69.02	   25.81	   0.747
CS4	   31.48	   19.47	   0.747
PF6	  -16.59	  -27.64	   0.747
QT8	  -61.37	  -82.34	   0.747
U04	 -118.35	 -130.96	   0.747
VBF	  -81.61	  -94.36	   0.747
VG9	 -189.23	 -208.57	   0.747
VZW	 -170.03	 -206.67	   0.747
Z0A	    5.01	   -4.18	   0.747
06Q	  -15.95	  -35.75	   0.748
08E	 -121.65	 -141.52	   0.748
32P	  -90.75	 -107.89	   0.748
3WZ	   14.01	  -17.00	   0.748
47U	  -63.61	  -73.31	   0.748
7H6	16736.30	  172.23	   0.748
BNM	  -83.02	 -101.29	   0.748
E7T	  -45.54	  -61.37	   0.748
G2R	 -437.99	 -485.07	   0.748
HCT	 -127.39	 -162.00	   0.748
M14	 -163.50	 -184.06	   0.748
N15	   -3.65	  -23.50	   0.748
S8K	   27.93	    6.44	   0.748
UY2	 -106.75	 -126.26	   0.748
ZAR	   31.91	   18.30	   0.748
10F	 -278.24	 -331.43	   0.749
17S	   10.17	   -7.92	   0.749
35B	  -84.00	 -105.29	   0.749
5ZY	 -364.98	 -425.59	   0.749
709	  -98.86	 -112.24	   0.749
7VK	 -148.96	 -169.45	   0.749
9UN	  -93.97	 -111.44	   0.749
A3I	  -11.12	  -45.39	   0.749
A81	  -16.16	  -80.67	   0.749
AKI	  -45.72	  -62.79	   0.749
D67	  -54.54	  -67.22	   0.749
DM5	   54.57	   10.07	   0.749
DQ5	   -8.67	  -21.03	   0.749
E3N	 -133.30	 -155.12	   0.749
H5Y	  -12.52	  -44.66	   0.749
LI3	   33.57	   15.19	   0.749
P09	  -44.18	  -59.02	   0.749
QTF	  -23.47	  -48.06	   0.749
RUT	   23.91	  -11.32	   0.749
S1V	    0.84	   -5.83	   0.749
ZEA	  -56.15	  -68.68	   0.749
1C7	   77.11	   52.97	   0.750
1MT	   65.53	   41.83	   0.750
3FY	   36.03	   13.12	   0.750
7HJ	  -61.24	  -79.60	   0.750
83O	  -36.12	  -44.82	   0.750
9ON	  -78.02	 -108.58	   0.750
E5N	  -78.84	 -108.82	   0.750
FWA	  154.53	  119.16	   0.750
H9U	  -14.06	  -65.89	   0.750
HAX	 -637.12	 -688.28	   0.750
M0F	  -66.17	  -72.56	   0.750
RDT	 -167.06	 -195.89	   0.750
RJW	   24.28	   11.79	   0.750
X52	 -178.01	 -202.21	   0.750
Y6J	   22.12	    3.99	   0.750
ZEP	  -34.87	  -50.61	   0.750
09C	   64.25	   48.77	   0.751
1IS	  -85.86	 -104.72	   0.751
1IU	  -63.61	  -85.51	   0.751
2XD	  -30.50	  -49.69	   0.751
30H	    5.36	  -13.92	   0.751
B3E	 -101.59	 -129.82	   0.751
EOQ	 -245.63	 -263.96	   0.751
FPA	    6.87	    2.15	   0.751
FXE	  -94.15	 -109.74	   0.751
GHF	   37.93	    6.67	   0.751
HJW	   32.84	   21.12	   0.751
I7N	 -105.90	 -164.18	   0.751
JNW	  -68.12	  -86.88	   0.751
KPX	 -152.16	 -180.44	   0.751
L0K	  -36.06	  -53.41	   0.751
LOB	   -7.48	  -21.27	   0.751
NRK	  -38.48	  -49.48	   0.751
R1U	    0.31	  -13.54	   0.751
SAV	 -182.01	 -204.25	   0.751
U4L	    4.42	  -74.86	   0.751
ZX5	   30.71	   12.28	   0.751
2EN	  -81.94	  -92.91	   0.752
2G8	 -154.77	 -171.80	   0.752
5BB	 -113.76	 -130.81	   0.752
5FW	  -13.18	  -21.37	   0.752
77T	  -12.17	  -28.34	   0.752
8HR	  -23.78	  -40.63	   0.752
8MF	  -68.51	  -85.26	   0.752
CYG	   38.46	   20.21	   0.752
J1X	    5.82	  -12.40	   0.752
MAH	 -110.69	 -147.83	   0.752
N5W	   -0.59	   -5.21	   0.752
QHR	  -25.94	  -51.71	   0.752
S53	   44.10	   16.26	   0.752
TOY	  172.78	  132.38	   0.752
TRC	 -131.12	 -162.32	   0.752
W32	 -220.40	 -238.31	   0.752
W4R	   12.04	    2.03	   0.752
WRH	    9.84	   -6.54	   0.752
WT5	   71.62	   54.54	   0.752
XRU	  -36.60	  -53.59	   0.752
YUB	 -171.17	 -195.11	   0.752
0OG	  -87.57	 -120.18	   0.753
18S	   19.95	    3.24	   0.753
4BE	  -35.86	  -49.89	   0.753
538	  -50.45	  -65.66	   0.753
5N5	   11.75	   -5.87	   0.753
8G3	  -53.53	  -82.85	   0.753
8XI	   55.94	   26.64	   0.753
9M1	   32.60	    8.37	   0.753
A3Y	  -62.65	  -92.32	   0.753
B91	  -16.13	  -40.33	   0.753
C0X	  -58.97	  -75.29	   0.753
F1J	   82.29	   60.77	   0.753
G21	  -32.43	  -67.47	   0.753
H1B	 -127.98	 -142.85	   0.753
LX7	  -91.90	 -102.80	   0.753
OV4	   13.69	   -1.02	   0.753
OWX	   21.47	   15.26	   0.753
P5K	 -115.59	 -129.85	   0.753
YR8	  -75.32	  -92.11	   0.753
31N	   51.28	   21.93	   0.754
68J	 -164.93	 -179.63	   0.754
78D	   53.88	   22.88	   0.754
CI4	  -17.29	  -25.74	   0.754
D2K	 -159.21	 -175.27	   0.754
E7D	  -66.30	  -84.16	   0.754
H0G	  -62.99	  -70.86	   0.754
H7O	   -1.97	  -15.66	   0.754
HST	    2.99	   -8.28	   0.754
HZF	  -56.59	  -70.38	   0.754
JWC	   20.51	    3.21	   0.754
ONN	  -83.57	 -110.85	   0.754
QMU	   69.66	   46.91	   0.754
RW3	 -126.72	 -154.11	   0.754
WMJ	 -152.59	 -168.55	   0.754
4C4	 -149.76	 -164.39	   0.755
4M3	 -208.88	 -243.76	   0.755
9PC	  -39.87	  -55.11	   0.755
C5A	   -9.33	  -36.55	   0.755
C96	 -139.32	 -164.21	   0.755
FZT	 -138.63	 -165.82	   0.755
IUN	   91.51	   71.70	   0.755
JHE	  -13.12	  -30.96	   0.755
K90	  -80.55	  -88.87	   0.755
TCG	  205.77	  152.92	   0.755
XIU	    0.76	  -14.64	   0.755
XRA	  -36.47	  -61.85	   0.755
ZWP	  -76.05	  -92.69	   0.755
0D6	  -30.73	  -47.76	   0.756
110	   18.15	  -11.40	   0.756
29R	 -266.75	 -307.18	   0.756
3RY	 -168.38	 -207.72	   0.756
4F6	   14.77	   -5.77	   0.756
6H3	  -49.40	  -75.35	   0.756
9ZL	  -60.85	  -73.50	   0.756
AAU	  -12.93	  -39.41	   0.756
B7K	  -17.99	  -41.05	   0.756
C39	  -56.98	  -74.13	   0.756
HU3	  -39.34	  -49.38	   0.756
JQ2	 -107.80	 -159.35	   0.756
M09	   77.85	   61.03	   0.756
ON0	  280.04	  220.39	   0.756
PE1	 -266.48	 -295.31	   0.756
QYJ	 -135.91	 -158.02	   0.756
RJO	  -21.53	  -34.71	   0.756
VTA	   -3.25	  -19.57	   0.756
072	  -45.13	  -65.99	   0.757
3LH	   -5.90	  -32.13	   0.757
619	  -60.25	  -86.34	   0.757
657	  -69.02	  -82.26	   0.757
7BP	   14.67	    2.51	   0.757
8V1	   60.45	   33.01	   0.757
ABM	 -109.83	 -130.23	   0.757
FQ0	   31.23	   20.59	   0.757
FZP	 -138.70	 -165.00	   0.757
GXG	  -23.59	  -35.03	   0.757
HTZ	   53.29	   21.01	   0.757
KTN	   24.50	    5.43	   0.757
ON6	  -72.20	  -90.57	   0.757
Q64	 -133.95	 -156.44	   0.757
QFO	 -312.07	 -332.98	   0.757
QK3	  -13.52	  -37.43	   0.757
QQK	  -52.39	  -72.99	   0.757
R0W	  -33.24	  -56.34	   0.757
TQ5	 -134.06	 -141.99	   0.757
WYF	  -70.07	  -87.32	   0.757
X02	 -204.25	 -215.51	   0.757
48W	    3.36	  -29.45	   0.758
5KR	 -192.11	 -211.06	   0.758
817	 -379.58	 -396.21	   0.758
AXA	  -63.67	  -82.27	   0.758
BQ8	 -282.45	 -303.93	   0.758
D0H	 -263.63	 -275.23	   0.758
DOK	   -8.64	  -24.08	   0.758
EMF	  -19.33	  -26.16	   0.758
EUW	  -18.24	  -42.78	   0.758
ITB	  -87.52	 -109.17	   0.758
KX1	    6.11	   -1.65	   0.758
N8T	  -37.45	  -49.45	   0.758
OJ2	  -29.58	  -45.44	   0.758
P3U	 -105.09	 -130.99	   0.758
S2Y	  -24.76	  -32.54	   0.758
XZB	 -129.23	 -143.34	   0.758
ZXP	   42.94	   19.01	   0.758
0HP	 -159.93	 -171.44	   0.759
40V	   12.41	  -12.29	   0.759
4B7	 -115.30	 -138.47	   0.759
5VC	 -147.37	 -164.50	   0.759
65Q	 -141.12	 -160.52	   0.759
7I1	  -33.18	  -46.52	   0.759
7LZ	  -25.04	  -50.27	   0.759
ADF	   33.92	   10.64	   0.759
WLS	  -22.24	  -28.34	   0.759
7H2	    4.25	  -16.06	   0.760
7T9	  -74.48	  -89.94	   0.760
866	  -51.22	  -73.87	   0.760
9EJ	  -86.34	 -138.15	   0.760
CXV	  -49.74	  -77.39	   0.760
FWW	 -141.52	 -182.80	   0.760
H1V	   57.52	   24.31	   0.760
KO9	  -15.10	  -22.87	   0.760
LCK	  -72.51	  -97.07	   0.760
QJO	 -146.93	 -166.55	   0.760
UL0	  -46.17	  -65.23	   0.760
W3A	  -71.23	  -78.40	   0.760
21N	   29.82	   12.43	   0.761
4CT	  -33.65	  -46.60	   0.761
4W8	   34.09	    4.92	   0.761
5VB	   32.37	   23.45	   0.761
HSW	 -109.79	 -130.87	   0.761
HX7	 -105.19	 -124.24	   0.761
K0I	 -138.56	 -165.55	   0.761
LEV	 -172.21	 -184.71	   0.761
M11	   -6.92	  -27.05	   0.761
OHZ	  -39.87	  -56.35	   0.761
OZW	   25.41	    9.03	   0.761
PDM	  -86.37	 -114.88	   0.761
QVX	 -104.07	 -125.82	   0.761
R1I	   30.92	   14.55	   0.761
0UU	   -7.55	  -29.63	   0.762
0V5	 -293.92	 -307.43	   0.762
4VT	  -30.31	  -50.37	   0.762
6BJ	  -32.91	  -50.01	   0.762
72P	  -30.33	  -46.93	   0.762
886	  -50.17	  -68.56	   0.762
AK8	 -104.36	 -118.55	   0.762
CIF	  -49.75	  -69.50	   0.762
K84	   65.36	   54.97	   0.762
KXZ	 -105.80	 -128.33	   0.762
M4Z	   60.35	  -26.11	   0.762
MFD	  -67.29	  -77.31	   0.762
O5B	   91.60	   49.73	   0.762
SVG	  -12.01	  -18.95	   0.762
YOD	   24.86	    5.61	   0.762
170	   29.69	   -0.09	   0.763
17K	    0.81	  -29.08	   0.763
2DY	   61.80	   26.47	   0.763
2H2	 -105.64	 -119.26	   0.763
2RL	  -12.54	  -35.15	   0.763
3CM	  139.44	  109.37	   0.763
5H3	 -118.92	 -129.96	   0.763
A0A	  -18.89	  -31.85	   0.763
DCO	 -257.84	 -273.58	   0.763
DW7	  -96.19	 -113.97	   0.763
K5B	   64.78	   49.34	   0.763
LM0	   51.18	   27.99	   0.763
OTI	  -86.71	 -107.80	   0.763
QB8	  -52.15	  -73.55	   0.763
QDG	   81.64	   46.82	   0.763
QI7	   23.23	    9.86	   0.763
RNJ	  -64.63	  -76.45	   0.763
RX0	   38.32	   11.67	   0.763
WW6	  -73.69	  -88.11	   0.763
04U	  126.58	   -1.03	   0.764
0WN	  -31.66	  -57.96	   0.764
398	  -71.81	 -102.01	   0.764
3ZW	   99.42	   71.31	   0.764
88L	 -229.71	 -253.56	   0.764
AAX	 -115.93	 -141.10	   0.764
AMU	   12.83	   -6.95	   0.764
B1U	 -134.83	 -163.35	   0.764
BDE	  -75.24	  -89.17	   0.764
BL8	 -113.70	 -163.32	   0.764
CD8	   60.93	   28.49	   0.764
CDV	 -102.56	 -113.88	   0.764
D3E	   29.27	   15.02	   0.764
EI0	   20.22	   -2.92	   0.764
EZP	    8.11	   -7.49	   0.764
F00	   66.87	   49.48	   0.764
H3E	   12.30	   -0.62	   0.764
N8K	   73.05	   51.27	   0.764
NK9	  -52.95	  -73.44	   0.764
OGK	   21.01	    2.19	   0.764
RQ3	  -21.30	  -31.00	   0.764
RV0	  -50.65	  -77.10	   0.764
0V4	  104.21	   80.04	   0.765
1FD	   -0.93	  -12.27	   0.765
2BE	  -39.38	  -53.34	   0.765
48F	 -280.96	 -320.53	   0.765
7S5	 -233.99	 -250.25	   0.765
9BH	   28.32	  -12.81	   0.765
B66	  -49.48	  -68.51	   0.765
B8X	  -55.69	  -66.29	   0.765
L1V	  -55.34	  -77.84	   0.765
LDM	  -54.62	  -65.88	   0.765
M8O	 -123.67	 -162.79	   0.765
NZ4	   22.12	    7.02	   0.765
OGV	  -24.00	  -38.21	   0.765
QCM	   -9.09	  -25.76	   0.765
QMQ	  -47.42	  -66.43	   0.765
QU9	   20.51	   -2.38	   0.765
TKD	    7.89	  -11.69	   0.765
VXE	  -99.24	 -112.40	   0.765
YB5	 -180.73	 -217.51	   0.765
28T	   46.34	   31.15	   0.766
4VH	    6.82	  -20.56	   0.766
54Z	    8.17	   -3.42	   0.766
84D	  171.31	  132.45	   0.766
8RT	  -35.97	  -58.44	   0.766
BH2	   -2.07	  -14.23	   0.766
DQ2	   42.51	 -103.41	   0.766
EO0	  -29.32	  -41.31	   0.766
IL3	 -233.40	 -252.40	   0.766
NEG	  -26.01	  -44.20	   0.766
NQR	   11.53	   -4.98	   0.766
NY9	 -163.56	 -178.29	   0.766
OVT	  -87.86	 -111.02	   0.766
OWS	 -108.51	 -130.36	   0.766
RI3	  -24.29	  -47.40	   0.766
SGG	 -118.30	 -127.58	   0.766
WMA	   26.44	   11.96	   0.766
13F	 -137.38	 -152.25	   0.767
4X9	  -46.65	  -62.34	   0.767
CVP	  -35.13	  -50.35	   0.767
D5R	   18.29	   -6.01	   0.767
EQ3	   65.77	   41.05	   0.767
ER5	 -142.04	 -172.25	   0.767
IYU	 -220.89	 -250.50	   0.767
JDR	 -202.87	 -222.34	   0.767
LHY	  -37.29	  -52.32	   0.767
O12	  -21.22	  -31.45	   0.767
OIH	  -73.94	  -97.03	   0.767
QRC	 -140.28	 -162.24	   0.767
QUF	  -88.80	 -107.15	   0.767
S4N	  -37.43	  -56.67	   0.767
TQY	   42.17	   23.81	   0.767
TXK	  -13.03	  -24.60	   0.767
18G	 -149.69	 -160.87	   0.768
3JF	   -8.55	  -27.79	   0.768
74F	  131.53	  106.88	   0.768
765	   30.55	    5.58	   0.768
78X	   65.63	   27.73	   0.768
CMU	 -176.17	 -186.15	   0.768
EHL	 -125.97	 -139.70	   0.768
G4E	 -159.70	 -170.81	   0.768
HRL	  -75.74	  -88.87	   0.768
J0O	   53.08	  -31.74	   0.768
M5V	  -49.16	  -64.36	   0.768
M9W	  243.83	   17.98	   0.768
ODX	  -21.50	  -40.02	   0.768
UCR	   11.03	  -72.03	   0.768
WPH	  -35.48	  -56.80	   0.768
42T	   -2.34	  -19.46	   0.769
4CP	 -328.74	 -351.40	   0.769
4YU	  -56.27	  -72.20	   0.769
53T	 -165.87	 -174.05	   0.769
544	  -65.50	  -85.52	   0.769
5HK	  -58.30	  -81.06	   0.769
5XJ	 -193.14	 -224.52	   0.769
5XN	    9.29	  -11.63	   0.769
EWN	   68.46	   50.10	   0.769
G1E	  104.48	   80.57	   0.769
HS4	   -3.07	  -20.05	   0.769
OP3	  -26.69	  -47.03	   0.769
0JK	  -23.23	  -37.47	   0.770
3I2	 -777.10	 -818.35	   0.770
70Q	   66.27	   46.00	   0.770
785	 -126.77	 -154.35	   0.770
7TA	   35.21	   10.50	   0.770
8HV	   55.73	   27.47	   0.770
9HL	   -6.97	  -19.94	   0.770
BE3	   65.32	   32.49	   0.770
CNY	  306.16	  251.80	   0.770
EML	  -16.87	  -51.42	   0.770
FJA	   69.32	   38.44	   0.770
MMB	  -51.50	  -78.72	   0.770
O44	  -53.83	  -79.62	   0.770
OHR	 -342.95	 -396.93	   0.770
RIT	 -111.21	 -132.04	   0.770
S7K	 -181.41	 -189.51	   0.770
T82	   -2.84	  -17.24	   0.770
TCO	  -41.55	  -49.56	   0.770
VYR	   55.47	   18.27	   0.770
X5F	 -239.25	 -279.27	   0.770
ZCF	   42.43	   29.31	   0.770
033	  -40.81	  -62.94	   0.771
1DY	 -107.71	 -128.22	   0.771
1FV	  -61.87	 -110.28	   0.771
2GN	  -42.51	  -69.19	   0.771
3P0	   91.96	   63.53	   0.771
5QC	   19.99	   -7.49	   0.771
6P0	   -5.24	  -21.78	   0.771
9QD	  -42.77	  -67.27	   0.771
AYA	  -38.21	  -45.50	   0.771
D19	 -142.01	 -168.15	   0.771
DAC	  -35.87	  -42.84	   0.771
HS6	  -20.70	  -50.57	   0.771
HY9	   34.90	   11.31	   0.771
HZM	  -23.01	  -47.18	   0.771
NJK	   70.67	   48.11	   0.771
O6Z	  -84.91	  -96.48	   0.771
OY9	  -94.41	 -101.14	   0.771
1KT	   92.90	   62.71	   0.772
234	  -68.87	  -85.19	   0.772
45V	   -2.06	  -16.56	   0.772
56M	  -51.48	  -75.18	   0.772
5XO	   16.33	    0.93	   0.772
66J	 -385.19	 -405.95	   0.772
869	  -42.02	  -64.18	   0.772
8T8	    4.61	  -12.93	   0.772
B0Q	   22.64	    9.98	   0.772
C57	  -80.74	 -104.80	   0.772
FOW	    4.67	  -16.85	   0.772
FR5	  -10.22	  -33.52	   0.772
JA4	 -171.73	 -196.86	   0.772
LHD	 -245.10	 -268.82	   0.772
O9O	  -98.64	 -111.57	   0.772
QFL	    7.43	   -0.84	   0.772
SMS	 -118.57	 -151.53	   0.772
STI	  -41.48	  -60.18	   0.772
XG7	    5.89	  -11.64	   0.772
Y61	  -20.99	  -38.65	   0.772
YXJ	  -59.99	  -83.95	   0.772
109	  -96.94	 -108.46	   0.773
3W4	  -69.63	  -83.63	   0.773
61X	  -40.51	  -50.92	   0.773
627	   32.23	    1.92	   0.773
6AL	  -43.52	  -67.73	   0.773
73N	 -405.34	 -425.69	   0.773
8RP	    8.64	   -3.50	   0.773
9Q5	   69.87	   36.88	   0.773
B1X	 -163.91	 -186.72	   0.773
BDV	 -184.00	 -197.50	   0.773
D0Z	 -182.85	 -226.76	   0.773
H49	 -101.56	 -114.23	   0.773
KY1	  -77.63	  -98.99	   0.773
L1A	 -128.35	 -164.61	   0.773
OVZ	  -61.22	  -84.92	   0.773
T4X	  -66.56	  -78.60	   0.773
ZE0	  -22.54	  -36.78	   0.773
13Y	 -135.35	 -152.28	   0.774
6NN	 -143.02	 -164.97	   0.774
7LD	   51.45	   26.73	   0.774
9LY	    3.10	  -19.06	   0.774
BLG	 -112.05	 -138.84	   0.774
CQY	  -77.40	 -106.24	   0.774
CRU	  -27.56	  -64.48	   0.774
FI7	  -36.39	  -54.67	   0.774
H6U	 -112.94	 -130.73	   0.774
IT0	  -93.96	 -102.95	   0.774
JEB	  -47.26	  -58.12	   0.774
MJO	   13.65	   -0.49	   0.774
R47	 -171.92	 -221.33	   0.774
S6R	   25.22	    2.74	   0.774
XYI	   -2.36	  -24.14	   0.774
Z89	  -73.79	 -113.94	   0.774
ZG9	   68.85	   55.08	   0.774
4UC	 -145.95	 -160.78	   0.775
7LY	   -5.85	  -20.65	   0.775
7TI	 -337.70	 -364.19	   0.775
86I	   17.83	   -3.38	   0.775
9EP	  -42.81	  -66.28	   0.775
9NW	  -35.60	  -56.03	   0.775
AJE	  -85.31	 -124.39	   0.775
E2Z	  -11.79	  -24.28	   0.775
F25	  -73.34	  -97.81	   0.775
GK0	  -14.08	  -29.74	   0.775
JGI	   42.35	  -37.71	   0.775
LJ0	    1.61	   -4.09	   0.775
O88	  -91.99	 -109.77	   0.775
PTR	 -222.07	 -254.16	   0.775
Q90	 -211.65	 -231.86	   0.775
US9	  -23.27	  -42.85	   0.775
UWS	   -0.41	   -9.07	   0.775
VVS	33459.80	  377.23	   0.775
WFE	  -50.52	  -73.25	   0.775
WMW	  -52.49	  -60.07	   0.775
ZF7	 4701.86	  104.59	   0.775
1XP	    0.50	  -14.58	   0.776
2RB	  -49.58	  -64.77	   0.776
4Y6	   69.21	   47.78	   0.776
BD6	  -14.51	  -45.40	   0.776
DVL	   73.35	   49.64	   0.776
F8Z	   36.50	   11.99	   0.776
GHU	 -127.80	 -139.81	   0.776
GWM	 -229.14	 -253.16	   0.776
GZC	 -568.91	 -606.40	   0.776
JGF	 -133.02	 -156.67	   0.776
Q5G	    5.62	  -35.65	   0.776
QU4	 -263.83	 -291.18	   0.776
SZJ	  -95.86	 -115.82	   0.776
TGV	  -77.03	  -96.00	   0.776
WPD	 -195.42	 -205.87	   0.776
XY7	 -144.33	 -161.75	   0.776
XZM	 -186.54	 -229.14	   0.776
Y5Y	  -32.46	  -52.81	   0.776
1VB	 -236.26	 -256.69	   0.777
2AW	  -48.54	  -88.10	   0.777
38D	   -8.90	  -18.51	   0.777
53A	   36.70	  -50.25	   0.777
68W	  -67.10	  -75.71	   0.777
8FB	    8.32	  -25.49	   0.777
B7M	   12.89	    4.51	   0.777
BDH	  -74.02	  -90.22	   0.777
EOT	  -76.97	 -112.63	   0.777
I3K	 -113.80	 -132.55	   0.777
IZD	 -119.06	 -141.23	   0.777
KOW	   79.56	   60.34	   0.777
Q86	   -6.35	  -13.73	   0.777
TNB	   26.50	    8.45	   0.777
WJQ	  -72.14	  -80.43	   0.777
X4U	  -49.30	  -71.52	   0.777
YBD	  -14.88	  -33.04	   0.777
YRT	 -161.07	 -194.26	   0.777
1CN	 -211.23	 -236.54	   0.778
1CX	  -10.19	  -27.00	   0.778
2QA	   30.55	   13.84	   0.778
2S4	 -166.83	 -182.06	   0.778
4AE	  -40.42	  -57.36	   0.778
6TP	 -233.37	 -259.53	   0.778
7AE	   50.57	   22.28	   0.778
7UL	  -39.09	  -58.96	   0.778
BT2	   42.72	   27.03	   0.778
BUW	    6.14	  -11.01	   0.778
C6T	 -889.74	 -947.75	   0.778
CY6	  -25.78	  -44.02	   0.778
HT6	  -34.33	  -46.03	   0.778
KE7	  -85.03	 -109.26	   0.778
MV7	 -154.33	 -190.76	   0.778
OB8	 -103.44	 -125.81	   0.778
OYE	-1014.97	-1094.69	   0.778
QN0	 -144.92	 -166.67	   0.778
S90	 -152.00	 -163.76	   0.778
UF6	   36.65	   20.15	   0.778
VI1	   16.69	  -14.01	   0.778
X74	  -73.93	  -96.36	   0.778
Y07	 -176.71	 -193.57	   0.778
YUA	  -31.53	  -52.65	   0.778
ZI3	   43.04	   24.80	   0.778
2LG	  -51.46	  -72.69	   0.779
3BW	   51.51	   29.11	   0.779
3S3	  -44.92	  -65.80	   0.779
474	   52.18	   31.76	   0.779
5YF	    2.74	  -10.63	   0.779
7UO	 -124.05	 -143.99	   0.779
B5X	   40.64	   19.92	   0.779
D0N	  109.59	   82.29	   0.779
DCH	  -83.91	 -109.66	   0.779
ECM	    8.45	  -21.68	   0.779
HXH	   17.18	    4.87	   0.779
I1G	  -33.11	  -70.40	   0.779
M4U	  -28.22	  -48.04	   0.779
MDY	  -54.43	  -66.81	   0.779
QKP	  -18.22	  -38.57	   0.779
W0T	   32.70	   12.76	   0.779
1RA	    9.27	   -5.01	   0.780
1VA	 -119.04	 -131.27	   0.780
5J7	  -48.92	  -93.48	   0.780
70E	   34.28	    3.48	   0.780
7C4	   34.86	  -17.63	   0.780
8KM	 -111.18	 -119.51	   0.780
8TP	  -34.91	  -42.38	   0.780
9XO	   11.76	  -21.34	   0.780
AN9	  -18.60	  -42.81	   0.780
DZC	   57.92	   36.52	   0.780
G5K	 -110.53	 -139.90	   0.780
GZM	   29.12	    4.48	   0.780
LM5	   42.15	   30.43	   0.780
NBM	   63.69	   37.98	   0.780
OBK	  -32.77	  -51.20	   0.780
REX	  -85.20	 -106.04	   0.780
TMJ	  -98.53	 -108.43	   0.780
U6M	 -343.36	 -373.26	   0.780
U85	  -79.64	 -103.30	   0.780
WBT	    6.03	  -14.02	   0.780
XLX	  -98.31	 -131.31	   0.780
1BF	  -37.81	  -66.87	   0.781
1C9	  -68.87	  -87.08	   0.781
32W	 -104.54	 -117.50	   0.781
4A5	  -59.72	  -68.83	   0.781
4YJ	  -77.56	  -89.15	   0.781
CRX	  -47.85	  -68.48	   0.781
EJY	  -21.00	  -28.32	   0.781
ENV	   -5.97	  -20.51	   0.781
G0X	  -21.63	  -39.99	   0.781
KZM	 -337.71	 -362.51	   0.781
0AK	   12.45	   -4.36	   0.782
7CR	  -47.72	  -64.93	   0.782
82X	  -40.52	  -56.08	   0.782
B94	  -78.83	 -122.66	   0.782
G8Q	  -73.95	  -91.42	   0.782
H2T	  227.45	  133.31	   0.782
HH3	  -32.16	  -39.57	   0.782
KNC	  199.08	  157.67	   0.782
RNA	 -198.61	 -210.57	   0.782
ROG	  -63.24	  -73.67	   0.782
SIT	  110.01	   78.54	   0.782
SVE	  -46.59	  -78.09	   0.782
W08	  -18.61	  -45.14	   0.782
X2I	 -133.70	 -170.83	   0.782
XHE	  -85.03	 -105.06	   0.782
XMS	  -34.36	  -53.63	   0.782
XWP	  -39.79	  -65.09	   0.782
YB7	  -51.83	  -69.82	   0.782
0U4	 -119.38	 -140.64	   0.783
0XU	  -32.32	  -56.75	   0.783
14A	 -169.86	 -188.22	   0.783
1OK	 -212.86	 -231.83	   0.783
708	  228.26	  -39.83	   0.783
75V	  -42.51	  -56.05	   0.783
7QZ	 -182.11	 -216.13	   0.783
